"CODCIA","CODAGCAUSA","CAUSA","OFICIOCAUSA","FECHA_CREACION","CODPFCAUSA","ACTIVO","ESWEBCLI"
1,56,"Reclamación de daños","Antenista",27/12/23,48,"0","N"
1,56,"Reclamación de daños","Electricidad",27/12/23,55,"0","N"
1,56,"Reclamación de daños","Cristaleria",27/12/23,53,"0","N"
1,56,"Reclamación de daños","Cerrajeria",27/12/23,52,"0","N"
1,56,"Reclamación de daños","Electricidad Ordenadores",27/12/23,79,"0","N"
1,56,"Reclamación de daños","Brico-electrónica",27/12/23,91,"0","N"
1,56,"Reclamación de daños","Electricidad T.V.",27/12/23,78,"0","N"
1,56,"Reclamación de daños","No existen profesionales",27/12/23,88,"0","N"
1,59,"Pedrisco-Nieve","Electricidad Ordenadores",27/12/23,79,"0","N"
1,59,"Pedrisco-Nieve","Loza Sanitaria",27/12/23,80,"0","N"
1,60,"Restablecimiento de luz","No existen profesionales",27/12/23,88,"0","N"
1,60,"Restablecimiento de luz","Bricolaje",27/12/23,90,"0","N"
1,60,"Restablecimiento de luz","Brico-electrónica",27/12/23,91,"0","N"
1,61,"Restablecimiento de agua","Electricidad T.V.",27/12/23,78,"0","N"
1,61,"Restablecimiento de agua","No existen profesionales",27/12/23,88,"0","N"
1,61,"Restablecimiento de agua","Bricolaje",27/12/23,90,"0","N"
1,61,"Restablecimiento de agua","Brico-electrónica",27/12/23,91,"0","N"
1,62,"Apertura de puerta","Multiservicio",27/12/23,0,"0","N"
1,62,"Apertura de puerta","Tejados",27/12/23,44,"0","N"
1,62,"Apertura de puerta","Antenista",27/12/23,48,"0","N"
1,62,"Apertura de puerta","Cerrajeria",27/12/23,52,"1","S"
1,62,"Apertura de puerta","Cristaleria",27/12/23,53,"0","N"
1,62,"Apertura de puerta","Electricidad",27/12/23,55,"0","N"
1,62,"Apertura de puerta","Electricidad T.V.",27/12/23,78,"0","N"
1,62,"Apertura de puerta","Electricidad Ordenadores",27/12/23,79,"0","N"
1,63,"Envío profesionales","Electricidad Ordenadores",27/12/23,79,"0","N"
1,158,"Derrame Mercancias Líquidas","Urgencia Cristalería",27/12/23,110,"0","N"
1,158,"Derrame Mercancias Líquidas","Urgencia Electricidad",27/12/23,109,"0","N"
1,160,"Envío profesionales","Aparatos industriales",27/12/23,93,"0","N"
1,160,"Envío profesionales","Multiservicio",27/12/23,0,"0","N"
1,19,"Averia de Maquinaria o Equipos Electronicos","Poceria",27/12/23,62,"0","N"
1,18,"Avería sin daños (daños agua)","Poceria",27/12/23,62,"0","N"
1,3,"Avería sin daños (daños agua)","Poceria",27/12/23,62,"0","N"
1,133,"Avería sin daños (daños agua)","Poceria",27/12/23,62,"0","N"
1,160,"Envío profesionales","Antenista",27/12/23,48,"1","N"
1,160,"Envío profesionales","Electricidad T.V.",27/12/23,78,"0","N"
1,160,"Envío profesionales","Electricidad Ordenadores",27/12/23,79,"0","N"
1,160,"Envío profesionales","Bricolaje",27/12/23,90,"0","N"
1,160,"Envío profesionales","Urgencia Fontanería",27/12/23,108,"0","N"
1,162,"Explosion","Loza Sanitaria",27/12/23,80,"0","N"
1,162,"Explosion","Cristales vitroceramica",27/12/23,83,"0","N"
1,163,"Humo","Multiservicio",27/12/23,0,"0","N"
1,163,"Humo","Urgencia Cerrajería",27/12/23,111,"0","N"
1,130,"Restablecimiento de luz","Cristales vitroceramica",27/12/23,83,"0","N"
1,130,"Restablecimiento de luz","Tejados",27/12/23,44,"0","N"
1,130,"Restablecimiento de luz","No existen profesionales",27/12/23,88,"0","N"
1,130,"Restablecimiento de luz","Brico-electrónica",27/12/23,91,"0","N"
1,130,"Restablecimiento de luz","Urgencia Cristalería",27/12/23,110,"0","N"
1,131,"Restablecimiento de agua","Cristales vitroceramica",27/12/23,83,"0","N"
1,131,"Restablecimiento de agua","Loza Sanitaria",27/12/23,80,"0","N"
1,131,"Restablecimiento de agua","Brico-electrónica",27/12/23,91,"0","N"
1,135,"Caida de Rayo","Antenista",27/12/23,48,"1","N"
1,135,"Caida de Rayo","Cerrajeria",27/12/23,52,"0","N"
1,135,"Caida de Rayo","Brico-electrónica",27/12/23,91,"0","N"
1,135,"Caida de Rayo","Electricidad T.V.",27/12/23,78,"1","N"
1,135,"Caida de Rayo","Loza Sanitaria",27/12/23,80,"0","N"
1,135,"Caida de Rayo","Urgencia Cristalería",27/12/23,110,"0","N"
1,136,"Choque o Impacto de Vehículos","Aparatos industriales",27/12/23,93,"0","N"
1,136,"Choque o Impacto de Vehículos","Cristales vitroceramica",27/12/23,83,"0","N"
1,136,"Choque o Impacto de Vehículos","Multiservicio",27/12/23,0,"0","N"
1,136,"Choque o Impacto de Vehículos","Urgencia Cristalería",27/12/23,110,"0","N"
1,138,"Infidelidad de Empleados","Cerrajeria",27/12/23,52,"0","N"
1,138,"Infidelidad de Empleados","Urgencia Fontanería",27/12/23,108,"0","N"
1,139,"Inundación-Desbordamiento","Electricidad",27/12/23,55,"0","N"
1,139,"Inundación-Desbordamiento","Brico-electrónica",27/12/23,91,"0","N"
1,139,"Inundación-Desbordamiento","Electricidad T.V.",27/12/23,78,"0","N"
1,139,"Inundación-Desbordamiento","Urgencia Fontanería",27/12/23,108,"0","N"
1,140,"Lluvia","Multiservicio",27/12/23,0,"0","N"
1,140,"Lluvia","Antenista",27/12/23,48,"1","N"
1,140,"Lluvia","Electricidad T.V.",27/12/23,78,"0","N"
1,140,"Lluvia","Urgencia Electricidad",27/12/23,109,"0","N"
1,141,"Pedrisco-Nieve","No existen profesionales",27/12/23,88,"0","N"
1,141,"Pedrisco-Nieve","Cristales vitroceramica",27/12/23,83,"0","N"
1,142,"Uso fraudulento de tarjetas","Electricidad T.V.",27/12/23,78,"0","N"
1,142,"Uso fraudulento de tarjetas","Urgencia Electricidad",27/12/23,109,"0","N"
1,145,"Acciones Tumultuarias","Aparatos industriales",27/12/23,93,"0","N"
1,145,"Acciones Tumultuarias","Multiservicio",27/12/23,0,"0","N"
1,145,"Acciones Tumultuarias","Cerrajeria",27/12/23,52,"0","N"
1,145,"Acciones Tumultuarias","Urgencia Cerrajería",27/12/23,111,"0","N"
1,146,"Actos de Vandalismo","Aparatos industriales",27/12/23,93,"0","N"
1,146,"Actos de Vandalismo","Multiservicio",27/12/23,0,"0","N"
1,146,"Actos de Vandalismo","Bricolaje",27/12/23,90,"0","N"
1,146,"Actos de Vandalismo","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,147,"Atraco en comercio","Multiservicio",27/12/23,0,"0","N"
1,147,"Atraco en comercio","Tejados",27/12/23,44,"0","N"
1,147,"Atraco en comercio","Cerrajeria",27/12/23,52,"1","N"
1,147,"Atraco en comercio","Electricidad T.V.",27/12/23,78,"0","N"
1,147,"Atraco en comercio","Urgencia Cristalería",27/12/23,110,"0","N"
1,150,"Bricopartner","Cristales vitroceramica",27/12/23,83,"0","N"
1,152,"Coparticipación Comunidad","Multiservicio",27/12/23,0,"0","N"
1,152,"Coparticipación Comunidad","Electricidad",27/12/23,55,"0","N"
1,152,"Coparticipación Comunidad","Aparatos industriales",27/12/23,93,"0","N"
1,153,"Corrimiento de terreno","Urgencia Cerrajería",27/12/23,111,"0","N"
1,155,"Daños Agua","Tejados",27/12/23,44,"0","N"
1,155,"Daños Agua","Loza Sanitaria",27/12/23,80,"0","N"
1,155,"Daños Agua","Urgencia Fontanería",27/12/23,108,"0","N"
1,157,"Daños Mercancia Transportada","Mármol",27/12/23,57,"0","N"
1,157,"Daños Mercancia Transportada","Tejados",27/12/23,44,"0","N"
1,157,"Daños Mercancia Transportada","Urgencia Electricidad",27/12/23,109,"0","N"
1,158,"Derrame Mercancias Líquidas","Tejados",27/12/23,44,"0","N"
1,158,"Derrame Mercancias Líquidas","Bricolaje",27/12/23,90,"0","N"
1,158,"Derrame Mercancias Líquidas","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,158,"Derrame Mercancias Líquidas","Urgencia Cerrajería",27/12/23,111,"0","N"
1,160,"Envío profesionales","Mármol",27/12/23,57,"0","N"
1,160,"Envío profesionales","Cerrajeria",27/12/23,52,"1","N"
1,162,"Explosion","Electricidad",27/12/23,55,"0","N"
1,162,"Explosion","Aparatos industriales",27/12/23,93,"0","N"
1,163,"Humo","Electricidad T.V.",27/12/23,78,"0","N"
1,163,"Humo","Aparatos industriales",27/12/23,93,"0","N"
1,130,"Restablecimiento de luz","Multiservicio",27/12/23,0,"0","N"
1,130,"Restablecimiento de luz","Antenista",27/12/23,48,"0","N"
1,130,"Restablecimiento de luz","Electricidad T.V.",27/12/23,78,"0","N"
1,131,"Restablecimiento de agua","Aparatos industriales",27/12/23,93,"0","N"
1,131,"Restablecimiento de agua","Cerrajeria",27/12/23,52,"0","N"
1,131,"Restablecimiento de agua","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,131,"Restablecimiento de agua","Urgencia Electricidad",27/12/23,109,"0","N"
1,132,"Apertura de puerta","Electricidad Ordenadores",27/12/23,79,"0","N"
1,132,"Apertura de puerta","Bricolaje",27/12/23,90,"0","N"
1,132,"Apertura de puerta","Urgencia Fontanería",27/12/23,108,"0","N"
1,135,"Caida de Rayo","Reparacion  electrodomesticos",27/12/23,82,"1","N"
1,135,"Caida de Rayo","Urgencia Cerrajería",27/12/23,111,"0","N"
1,136,"Choque o Impacto de Vehículos","Electricidad",27/12/23,55,"0","N"
1,136,"Choque o Impacto de Vehículos","Cristaleria",27/12/23,53,"0","N"
1,136,"Choque o Impacto de Vehículos","Bricolaje",27/12/23,90,"0","N"
1,138,"Infidelidad de Empleados","Antenista",27/12/23,48,"0","N"
1,139,"Inundación-Desbordamiento","Aparatos industriales",27/12/23,93,"0","N"
1,139,"Inundación-Desbordamiento","Tejados",27/12/23,44,"0","N"
1,139,"Inundación-Desbordamiento","Urgencia Electricidad",27/12/23,109,"0","N"
1,140,"Lluvia","Bricolaje",27/12/23,90,"0","N"
1,140,"Lluvia","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,140,"Lluvia","Urgencia Cerrajería",27/12/23,111,"0","N"
1,141,"Pedrisco-Nieve","Multiservicio",27/12/23,0,"0","N"
1,27,"Infidelidad de Empleados","Aparatos industriales",27/12/23,93,"0","N"
1,28,"Uso fraudulento de tarjetas","Aparatos industriales",27/12/23,93,"0","N"
1,29,"Rotura de Cristales o Espejos","Aparatos industriales",27/12/23,93,"0","N"
1,30,"Loza - Marmoles","Aparatos industriales",27/12/23,93,"0","N"
1,31,"Rotura de Rotulos o Letreros","Aparatos industriales",27/12/23,93,"0","N"
1,32,"Rotura acuario","Aparatos industriales",27/12/23,93,"0","N"
1,33,"Rotura metacrilato","Aparatos industriales",27/12/23,93,"0","N"
1,185,"Atasco - Daños Agua","Tejados",27/12/23,44,"0","N"
1,185,"Atasco - Daños Agua","Antenista",27/12/23,48,"0","N"
1,185,"Atasco - Daños Agua","Cristales vitroceramica",27/12/23,83,"0","N"
1,185,"Atasco - Daños Agua","Mármol",27/12/23,57,"0","N"
1,34,"Rotura de Placas Solares","Aparatos industriales",27/12/23,93,"1","N"
1,35,"Rotura de Placa Vitrocerámica","Aparatos industriales",27/12/23,93,"0","N"
1,36,"Choque o Impacto de Vehículos","Aparatos industriales",27/12/23,93,"0","N"
1,37,"Caída de Aeronaves y/o Astronaves","Aparatos industriales",27/12/23,93,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Aparatos industriales",27/12/23,93,"0","N"
1,39,"Bricopartner","Aparatos industriales",27/12/23,93,"0","N"
1,40,"Otros servicios","Aparatos industriales",27/12/23,93,"0","N"
1,41,"Caida de Rayo","Aparatos industriales",27/12/23,93,"0","N"
1,42,"Daños Eléctricos","Aparatos industriales",27/12/23,93,"1","N"
1,43,"Deterioro Alimentos Refrigerados","Aparatos industriales",27/12/23,93,"0","N"
1,44,"Equipos informáticos","Aparatos industriales",27/12/23,93,"0","N"
1,45,"Averia de Maquinaria o Equipos Electronicos","Aparatos industriales",27/12/23,93,"1","N"
1,46,"Incendio","Aparatos industriales",27/12/23,93,"0","N"
1,47,"Humo","Aparatos industriales",27/12/23,93,"0","N"
1,48,"Explosion","Aparatos industriales",27/12/23,93,"0","N"
1,49,"Coparticipación Comunidad","Aparatos industriales",27/12/23,93,"0","N"
1,50,"Infidelidad de Empleados","Aparatos industriales",27/12/23,93,"0","N"
1,63,"Envío profesionales","Electricidad",27/12/23,55,"1","N"
1,10,"Inundación-Desbordamiento","Tejados",27/12/23,44,"0","N"
1,10,"Inundación-Desbordamiento","Cristaleria",27/12/23,53,"0","N"
1,10,"Inundación-Desbordamiento","Cerrajeria",27/12/23,52,"0","N"
1,10,"Inundación-Desbordamiento","Electricidad Ordenadores",27/12/23,79,"0","N"
1,10,"Inundación-Desbordamiento","Brico-electrónica",27/12/23,91,"0","N"
1,10,"Inundación-Desbordamiento","Loza Sanitaria",27/12/23,80,"0","N"
1,11,"Choque o Impacto de Vehículos","Multiservicio",27/12/23,0,"0","S"
1,11,"Choque o Impacto de Vehículos","Antenista",27/12/23,48,"0","N"
1,11,"Choque o Impacto de Vehículos","Electricidad",27/12/23,55,"0","N"
1,11,"Choque o Impacto de Vehículos","Cristaleria",27/12/23,53,"0","N"
1,11,"Choque o Impacto de Vehículos","Cerrajeria",27/12/23,52,"0","N"
1,11,"Choque o Impacto de Vehículos","Electricidad Ordenadores",27/12/23,79,"0","N"
1,11,"Choque o Impacto de Vehículos","Brico-electrónica",27/12/23,91,"0","N"
1,11,"Choque o Impacto de Vehículos","Electricidad T.V.",27/12/23,78,"0","N"
1,11,"Choque o Impacto de Vehículos","No existen profesionales",27/12/23,88,"0","N"
1,11,"Choque o Impacto de Vehículos","Bricolaje",27/12/23,90,"0","N"
1,11,"Choque o Impacto de Vehículos","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,11,"Choque o Impacto de Vehículos","Loza Sanitaria",27/12/23,80,"0","N"
1,12,"Acciones Tumultuarias","Multiservicio",27/12/23,0,"0","S"
1,12,"Acciones Tumultuarias","Antenista",27/12/23,48,"0","N"
1,12,"Acciones Tumultuarias","Electricidad",27/12/23,55,"0","N"
1,12,"Acciones Tumultuarias","Cristaleria",27/12/23,53,"0","N"
1,12,"Acciones Tumultuarias","Cerrajeria",27/12/23,52,"0","N"
1,12,"Acciones Tumultuarias","Electricidad Ordenadores",27/12/23,79,"0","N"
1,12,"Acciones Tumultuarias","Brico-electrónica",27/12/23,91,"0","N"
1,12,"Acciones Tumultuarias","Electricidad T.V.",27/12/23,78,"0","N"
1,12,"Acciones Tumultuarias","No existen profesionales",27/12/23,88,"0","N"
1,15,"Corrimiento de terreno","Electricidad Ordenadores",27/12/23,79,"0","N"
1,43,"Deterioro Alimentos Refrigerados","Cristales vitroceramica",27/12/23,83,"0","N"
1,44,"Equipos informáticos","Cristales vitroceramica",27/12/23,83,"0","N"
1,45,"Averia de Maquinaria o Equipos Electronicos","Cristales vitroceramica",27/12/23,83,"0","N"
1,46,"Incendio","Cristales vitroceramica",27/12/23,83,"0","N"
1,47,"Humo","Cristales vitroceramica",27/12/23,83,"0","N"
1,48,"Explosion","Cristales vitroceramica",27/12/23,83,"0","N"
1,49,"Coparticipación Comunidad","Cristales vitroceramica",27/12/23,83,"0","N"
1,50,"Infidelidad de Empleados","Cristales vitroceramica",27/12/23,83,"0","N"
1,51,"Uso fraudulento de tarjetas","Cristales vitroceramica",27/12/23,83,"0","N"
1,52,"Accidentes Personales","Cristales vitroceramica",27/12/23,83,"0","N"
1,53,"Accidentes Domesticos o por Calor","Cristales vitroceramica",27/12/23,83,"0","N"
1,54,"Inhabilitabilidad por decisión de la autoridad","Cristales vitroceramica",27/12/23,83,"0","N"
1,55,"Responsabilidad Civil","Cristales vitroceramica",27/12/23,83,"0","N"
1,56,"Reclamación de daños","Cristales vitroceramica",27/12/23,83,"0","N"
1,59,"Pedrisco-Nieve","Cristales vitroceramica",27/12/23,83,"0","N"
1,60,"Restablecimiento de luz","Cristales vitroceramica",27/12/23,83,"0","N"
1,61,"Restablecimiento de agua","Cristales vitroceramica",27/12/23,83,"0","N"
1,62,"Apertura de puerta","Cristales vitroceramica",27/12/23,83,"0","N"
1,63,"Envío profesionales","Cristales vitroceramica",27/12/23,83,"0","N"
1,125,"Ruina Total","Cristales vitroceramica",27/12/23,83,"0","N"
1,127,"Hurto o pérdida de llaves","Cristales vitroceramica",27/12/23,83,"0","N"
1,128,"RC Empleados domésticos","Cristales vitroceramica",27/12/23,83,"0","N"
1,178,"Rotura metacrilato","Electricidad T.V.",27/12/23,78,"0","N"
1,178,"Rotura metacrilato","Electricidad Ordenadores",27/12/23,79,"0","N"
1,178,"Rotura metacrilato","Loza Sanitaria",27/12/23,80,"0","N"
1,178,"Rotura metacrilato","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,178,"Rotura metacrilato","Cristales vitroceramica",27/12/23,83,"0","N"
1,178,"Rotura metacrilato","No existen profesionales",27/12/23,88,"0","N"
1,178,"Rotura metacrilato","Bricolaje",27/12/23,90,"0","N"
1,178,"Rotura metacrilato","Brico-electrónica",27/12/23,91,"0","N"
1,178,"Rotura metacrilato","Aparatos industriales",27/12/23,93,"0","N"
1,179,"Rotura de Placas Solares","Multiservicio",27/12/23,0,"0","N"
1,179,"Rotura de Placas Solares","Tejados",27/12/23,44,"0","N"
1,179,"Rotura de Placas Solares","Antenista",27/12/23,48,"0","N"
1,179,"Rotura de Placas Solares","Cerrajeria",27/12/23,52,"0","N"
1,179,"Rotura de Placas Solares","Cristaleria",27/12/23,53,"0","N"
1,179,"Rotura de Placas Solares","Electricidad",27/12/23,55,"0","N"
1,179,"Rotura de Placas Solares","Mármol",27/12/23,57,"0","N"
1,179,"Rotura de Placas Solares","Electricidad T.V.",27/12/23,78,"0","N"
1,179,"Rotura de Placas Solares","Electricidad Ordenadores",27/12/23,79,"0","N"
1,179,"Rotura de Placas Solares","Loza Sanitaria",27/12/23,80,"0","N"
1,179,"Rotura de Placas Solares","Reparacion  electrodomesticos",27/12/23,82,"0","S"
1,179,"Rotura de Placas Solares","Cristales vitroceramica",27/12/23,83,"0","N"
1,179,"Rotura de Placas Solares","No existen profesionales",27/12/23,88,"0","N"
1,179,"Rotura de Placas Solares","Bricolaje",27/12/23,90,"0","N"
1,179,"Rotura de Placas Solares","Brico-electrónica",27/12/23,91,"0","N"
1,179,"Rotura de Placas Solares","Aparatos industriales",27/12/23,93,"1","N"
1,180,"Rotura de Placa Vitrocerámica","Multiservicio",27/12/23,0,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Tejados",27/12/23,44,"0","N"
1,185,"Atasco - Daños Agua","Aparatos industriales",27/12/23,93,"0","N"
1,185,"Atasco - Daños Agua","Urgencia Cristalería",27/12/23,110,"0","N"
1,185,"Atasco - Daños Agua","Urgencia Electricidad",27/12/23,109,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Antenista",27/12/23,48,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Cerrajeria",27/12/23,52,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Cristaleria",27/12/23,53,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Electricidad",27/12/23,55,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Mármol",27/12/23,57,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Electricidad T.V.",27/12/23,78,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Electricidad Ordenadores",27/12/23,79,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Loza Sanitaria",27/12/23,80,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Reparacion  electrodomesticos",27/12/23,82,"0","S"
1,180,"Rotura de Placa Vitrocerámica","Cristales vitroceramica",27/12/23,83,"1","N"
1,180,"Rotura de Placa Vitrocerámica","No existen profesionales",27/12/23,88,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Bricolaje",27/12/23,90,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Brico-electrónica",27/12/23,91,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Aparatos industriales",27/12/23,93,"0","N"
1,181,"Ruina Total","Multiservicio",27/12/23,0,"0","S"
1,181,"Ruina Total","Tejados",27/12/23,44,"0","N"
1,181,"Ruina Total","Antenista",27/12/23,48,"0","N"
1,181,"Ruina Total","Cerrajeria",27/12/23,52,"0","N"
1,181,"Ruina Total","Cristaleria",27/12/23,53,"0","N"
1,181,"Ruina Total","Electricidad",27/12/23,55,"0","N"
1,181,"Ruina Total","Mármol",27/12/23,57,"0","N"
1,181,"Ruina Total","Electricidad T.V.",27/12/23,78,"0","N"
1,181,"Ruina Total","Electricidad Ordenadores",27/12/23,79,"0","N"
1,181,"Ruina Total","Loza Sanitaria",27/12/23,80,"0","N"
1,181,"Ruina Total","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,181,"Ruina Total","Cristales vitroceramica",27/12/23,83,"0","N"
1,10,"Inundación-Desbordamiento","Electricidad T.V.",27/12/23,78,"0","N"
1,10,"Inundación-Desbordamiento","No existen profesionales",27/12/23,88,"0","N"
1,10,"Inundación-Desbordamiento","Bricolaje",27/12/23,90,"0","N"
1,10,"Inundación-Desbordamiento","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,181,"Ruina Total","No existen profesionales",27/12/23,88,"0","N"
1,181,"Ruina Total","Bricolaje",27/12/23,90,"0","N"
1,181,"Ruina Total","Brico-electrónica",27/12/23,91,"0","N"
1,181,"Ruina Total","Aparatos industriales",27/12/23,93,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Multiservicio",27/12/23,0,"0","S"
1,183,"Inhabilitabilidad por decisión de la autoridad","Tejados",27/12/23,44,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Antenista",27/12/23,48,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Cerrajeria",27/12/23,52,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Cristaleria",27/12/23,53,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Electricidad",27/12/23,55,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Mármol",27/12/23,57,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Electricidad T.V.",27/12/23,78,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Electricidad Ordenadores",27/12/23,79,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Loza Sanitaria",27/12/23,80,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Cristales vitroceramica",27/12/23,83,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","No existen profesionales",27/12/23,88,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Bricolaje",27/12/23,90,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Brico-electrónica",27/12/23,91,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Aparatos industriales",27/12/23,93,"0","N"
1,184,"Viento","Multiservicio",27/12/23,0,"0","S"
1,184,"Viento","Tejados",27/12/23,44,"1","N"
1,184,"Viento","Antenista",27/12/23,48,"1","N"
1,184,"Viento","Cerrajeria",27/12/23,52,"0","N"
1,184,"Viento","Cristaleria",27/12/23,53,"0","N"
1,184,"Viento","Electricidad",27/12/23,55,"0","N"
1,184,"Viento","Mármol",27/12/23,57,"0","N"
1,184,"Viento","Electricidad T.V.",27/12/23,78,"0","N"
1,184,"Viento","Electricidad Ordenadores",27/12/23,79,"0","N"
1,184,"Viento","Loza Sanitaria",27/12/23,80,"0","N"
1,184,"Viento","Reparacion  electrodomesticos",27/12/23,82,"0","N"
1,184,"Viento","Cristales vitroceramica",27/12/23,83,"0","N"
1,184,"Viento","No existen profesionales",27/12/23,88,"0","N"
1,184,"Viento","Bricolaje",27/12/23,90,"0","N"
1,184,"Viento","Brico-electrónica",27/12/23,91,"0","N"
1,184,"Viento","Aparatos industriales",27/12/23,93,"0","N"
1,52,"Accidentes Personales","Urgencia Fontanería",27/12/23,108,"0","N"
1,12,"Acciones Tumultuarias","Urgencia Fontanería",27/12/23,108,"0","N"
1,20,"Derrame Mercancias Líquidas","Urgencia Fontanería",27/12/23,108,"0","N"
1,48,"Explosion","Urgencia Fontanería",27/12/23,108,"0","N"
1,47,"Humo","Urgencia Fontanería",27/12/23,108,"0","N"
1,164,"Hurto o pérdida de llaves","Urgencia Fontanería",27/12/23,108,"0","N"
1,127,"Hurto o pérdida de llaves","Urgencia Fontanería",27/12/23,108,"0","N"
1,46,"Incendio","Urgencia Fontanería",27/12/23,108,"0","N"
1,27,"Infidelidad de Empleados","Urgencia Fontanería",27/12/23,108,"0","N"
1,50,"Infidelidad de Empleados","Urgencia Fontanería",27/12/23,108,"0","N"
1,54,"Inhabilitabilidad por decisión de la autoridad","Urgencia Fontanería",27/12/23,108,"0","N"
1,183,"Inhabilitabilidad por decisión de la autoridad","Urgencia Fontanería",27/12/23,108,"0","N"
1,4,"Inundación-Desbordamiento","Urgencia Fontanería",27/12/23,108,"0","N"
1,10,"Inundación-Desbordamiento","Urgencia Fontanería",27/12/23,108,"0","N"
1,2,"Lluvia","Urgencia Fontanería",27/12/23,108,"0","N"
1,6,"Lluvia","Urgencia Fontanería",27/12/23,108,"0","N"
1,166,"Loza - Marmoles","Urgencia Fontanería",27/12/23,108,"0","N"
1,30,"Loza - Marmoles","Urgencia Fontanería",27/12/23,108,"0","N"
1,167,"Ondas Sónicas","Urgencia Fontanería",27/12/23,108,"0","N"
1,8,"Pedrisco-Nieve","Urgencia Fontanería",27/12/23,108,"0","N"
1,128,"RC Empleados domésticos","Urgencia Fontanería",27/12/23,108,"0","N"
1,172,"RC Empleados domésticos","Urgencia Fontanería",27/12/23,108,"0","N"
1,56,"Reclamación de daños","Urgencia Fontanería",27/12/23,108,"0","N"
1,173,"Reclamación de daños","Urgencia Fontanería",27/12/23,108,"0","N"
1,174,"Responsabilidad Civil","Urgencia Fontanería",27/12/23,108,"0","N"
1,55,"Responsabilidad Civil","Urgencia Fontanería",27/12/23,108,"0","N"
1,61,"Restablecimiento de agua","Urgencia Fontanería",27/12/23,108,"0","N"
1,60,"Restablecimiento de luz","Urgencia Fontanería",27/12/23,108,"0","N"
1,25,"Robo","Urgencia Fontanería",27/12/23,108,"0","N"
1,175,"Robo","Urgencia Fontanería",27/12/23,108,"0","N"
1,177,"Rotura acuario","Urgencia Fontanería",27/12/23,108,"0","N"
1,32,"Rotura acuario","Urgencia Fontanería",27/12/23,108,"0","N"
1,185,"Atasco - Daños Agua","Urgencia Cerrajería",27/12/23,111,"0","N"
1,185,"Atasco - Daños Agua","Urgencia Fontanería",27/12/23,108,"0","N"
1,186,"Atasco - Sin Daños","Electricidad",27/12/23,55,"0","N"
1,29,"Rotura de Cristales o Espejos","Urgencia Fontanería",27/12/23,108,"0","N"
1,180,"Rotura de Placa Vitrocerámica","Urgencia Fontanería",27/12/23,108,"0","N"
1,31,"Rotura de Rotulos o Letreros","Urgencia Fontanería",27/12/23,108,"0","N"
1,178,"Rotura metacrilato","Urgencia Fontanería",27/12/23,108,"0","N"
1,33,"Rotura metacrilato","Urgencia Fontanería",27/12/23,108,"0","N"
1,125,"Ruina Total","Urgencia Fontanería",27/12/23,108,"0","N"
1,181,"Ruina Total","Urgencia Fontanería",27/12/23,108,"0","N"
1,24,"Atraco en vía pública","Urgencia Cerrajería",27/12/23,111,"0","N"
1,38,"Caída de Árboles-Antenas-Farolas","Urgencia Cerrajería",27/12/23,111,"0","N"
1,165,"Caida de Rayo","Urgencia Cerrajería",27/12/23,111,"0","N"
1,41,"Caida de Rayo","Urgencia Cerrajería",27/12/23,111,"0","N"
